date,mkt,name,offer,price,shares,symbol
9/29/1999,American Stock Exchange,ENVISION DEVELOPMENT CORP /FL/,"$24,500,000",$7,"3,500,000",PF
9/29/1999,NASDAQ,NETWORK COMMERCE INC,"$87,000,000",$12,"7,250,000",SPNW
9/29/1999,NASDAQ,SPINNAKER EXPLORATION CO,"$116,000,000",$14.50,"8,000,000",SPNX
9/29/1999,NASDAQ,FTD COM INC,"$36,000,000",$8,"4,500,000",EFTD
9/28/1999,NASDAQ,FOUNDRY NETWORKS LLC,"$125,000,000",$25,"5,000,000",FDRY
9/28/1999,NASDAQ,APTIMUS INC,"$38,400,000",$12,"3,200,000",FSHP
9/28/1999,NASDAQ,ITXC CORP,"$75,000,000",$12,"6,250,000",ITXC
9/28/1999,NASDAQ,AIRGATE PCS INC /DE/,"$113,900,000",$17,"6,700,000",PCSA
9/27/1999,NASDAQ,MEDSCAPE INC,"$54,000,000",$8,"6,750,000",MSCP
9/24/1999,NASDAQ,INTERSPEED INC,"$42,000,000",$12,"3,500,000",ISPD
9/24/1999,NASDAQ,KEYNOTE SYSTEMS INC,"$56,000,000",$14,"4,000,000",KEYN
9/24/1999,NASDAQ,NETZERO INC,"$160,000,000",$16,"10,000,000",NZRO
9/24/1999,NASDAQ,PROMOTIONS COM INC,"$50,050,000",$14,"3,575,000",IWIN
9/24/1999,NASDAQ,BLUESTONE SOFTWARE INC,"$60,000,000",$15,"4,000,000",BLSW
9/24/1999,NASDAQ,ALTEON WEBSYSTEMS INC,"$76,000,000",$19,"4,000,000",ATON
9/23/1999,NASDAQ,ASHFORD COM INC,"$81,250,000",$13,"6,250,000",ASFD
9/23/1999,NASDAQ,CYBERGOLD INC,"$45,000,000",$9,"5,000,000",CGLD
9/23/1999,NASDAQ,EGAIN CORP,"$60,000,000",$12,"5,000,000",EGAN
9/23/1999,NASDAQ,JORE CORP,"$40,000,000",$10,"4,000,000",JORE
9/23/1999,NASDAQ,INTERACTIVE INTELLIGENCE INC,"$34,710,000",$13,"2,670,000",ININ
9/23/1999,NASDAQ,YESMAIL COM INC,"$37,400,000",$11,"3,400,000",YESM
9/22/1999,NASDAQ,SWK HOLDINGS CORP,"$49,500,000",$15,"3,300,000",KANA
9/22/1999,NASDAQ,HI Q WASON INC,"$6,300,000",$7,"900,000",HIQW
9/22/1999,NASDAQ,E PIPHANY INC,"$66,400,000",$16,"4,150,000",EPNY
9/22/1999,NASDAQ,BROADBASE SOFTWARE INC,"$56,000,000",$14,"4,000,000",BBSW
9/21/1999,American Stock Exchange,RAMPART CAPITAL CORP,"$7,600,000",$9.50,"800,000",RAC
9/17/1999,NASDAQ,VITRIA TECHNOLOGY INC,"$48,000,000",$16,"3,000,000",VITR
9/16/1999,NASDAQ,GARDEN COM INC,"$49,200,000",$12,"4,100,000",GDEN
9/16/1999,NASDAQ,LUMINANT WORLDWIDE CORP,"$83,970,000",$18,"4,665,000",LUMT
9/15/1999,NASDAQ,NETSILICON INC,"$36,750,000",$7,"5,250,000",NSIL
9/15/1999,NASDAQ,LEISURE TIME CASINOS & RESORTS INC,"$8,400,000",$12,"700,000",LTCR
9/14/1999,NASDAQ,PRO AFTER INC,"$48,000,000",$12,"4,000,000",PPRO
8/26/1999,NASDAQ,IPIX CORP,"$28,000,000",$7,"4,000,000",BAMB
8/26/1999,NASDAQ,IMAGEX COM INC,"$21,000,000",$7,"3,000,000",IMGX
8/20/1999,NASDAQ,AGILE SOFTWARE CORP,"$63,000,000",$21,"3,000,000",AGIL
8/20/1999,NASDAQ,LIONBRIDGE TECHNOLOGIES INC /DE/,"$35,000,000",$10,"3,500,000",LIOX
8/20/1999,NASDAQ,LOOKSMART LTD,"$92,400,000",$12,"7,700,000",LOOK
8/19/1999,New York Stock Exchange,LABRANCHE & CO INC,"$147,000,000",$14,"10,500,000",LAB
8/19/1999,NASDAQ,MYPOINTS COM INC,"$40,000,000",$8,"5,000,000",MYPT
8/19/1999,NASDAQ,NETRO CORP,"$40,000,000",$8,"5,000,000",NTRO
8/19/1999,NASDAQ,WINK COMMUNICATIONS INC,"$76,000,000",$16,"4,750,000",WINK
8/19/1999,NASDAQ,HEADHUNTER NET INC,"$30,000,000",$10,"3,000,000",HHNT
8/18/1999,NASDAQ,NOVAMED INC,"$32,000,000",$8,"4,000,000",NOVA
8/17/1999,NASDAQ,SILVERSTREAM SOFTWARE INC,"$48,000,000",$16,"3,000,000",SSSW
8/13/1999,NASDAQ,QUEST SOFTWARE INC,"$61,600,000",$14,"4,400,000",QSFT
8/13/1999,NASDAQ,ACTIVE SOFTWARE INC,"$38,500,000",$11,"3,500,000",ASWX
8/13/1999,New York Stock Exchange,U S AGGREGATES INC,"$75,000,000",$15,"5,000,000",AGA
8/12/1999,NASDAQ,IXNET INC,"$97,500,000",$15,"6,500,000",EXNT
8/12/1999,NASDAQ,NETSCOUT SYSTEMS INC,"$33,000,000",$11,"3,000,000",NTCT
8/11/1999,NASDAQ,MDCM HOLDINGS INC,"$56,500,000",$8,"7,062,500",MDCM
8/11/1999,NASDAQ,RED HAT INC,"$84,000,000",$14,"6,000,000",RHAT
8/11/1999,NASDAQ,ANTHONY & SYLVAN POOLS CORP,"$15,077,880",$4.50,"3,350,640",SWIM
8/11/1999,NASDAQ,INTERWORLD CORP,"$45,000,000",$15,"3,000,000",INTW
8/11/1999,New York Stock Exchange,BLOCKBUSTER INC,"$465,000,000",$15,"31,000,000",BBI
8/10/1999,NASDAQ,BRAUN CONSULTING INC,"$28,000,000",$7,"4,000,000",BRNC
8/10/1999,NASDAQ,HOTJOBS COM LTD,"$24,000,000",$8,"3,000,000",HOTJ
8/10/1999,NASDAQ,U S INTERACTIVE INC/PA,"$46,150,000",$10,"4,615,000",USIT
8/6/1999,NASDAQ,TUMBLEWEED COMMUNICATIONS CORP,"$48,000,000",$12,"4,000,000",TMWD
8/6/1999,NASDAQ,DATALINK CORP,"$19,500,000",$7.50,"2,600,000",DTLK
8/5/1999,NASDAQ,ACTUA CORP,"$178,800,000",$12,"14,900,000",ICGE
8/5/1999,NASDAQ,INTERACTIVE PICTURES CORP,"$75,600,000",$18,"4,200,000",IPIX
8/5/1999,NASDAQ,MOVE INC,"$140,000,000",$20,"7,000,000",HOMS
8/5/1999,NASDAQ,MISSION CRITICAL SOFTWARE INC,"$60,000,000",$16,"3,750,000",MCSW
8/5/1999,NASDAQ,PIVOTAL CORP,"$42,000,000",$12,"3,500,000",PVTL
8/4/1999,New York Stock Exchange,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,"$370,000,000",$18.50,"20,000,000",FCS
8/4/1999,NASDAQ,COBALT GROUP INC,"$49,500,000",$11,"4,500,000",CBLT
8/3/1999,NASDAQ,BIGSTAR ENTERTAINMENT INC,"$25,000,000",$10,"2,500,000",BGST
8/3/1999,NASDAQ,1 800 FLOWERS COM INC,"$126,000,000",$21,"6,000,000",FLWS
8/3/1999,NASDAQ,SPLITROCK SERVICES INC,"$90,000,000",$10,"9,000,000",SPLT
8/3/1999,NASDAQ,"LIFE QUOTES, INC.","$55,000,000",$11,"5,000,000",QUOT
7/30/1999,NASDAQ,ACCRUE SOFTWARE INC,"$39,000,000",$10,"3,900,000",ACRU
7/30/1999,NASDAQ,AIRONET WIRELESS COMMUNICATIONS INC,"$66,000,000",$11,"6,000,000",AIRO
7/30/1999,NASDAQ,BIOPURE CORP,"$42,000,000",$12,"3,500,000",BPUR
7/30/1999,NASDAQ,DIGEX INC/DE,"$170,000,000",$17,"10,000,000",DIGX
7/30/1999,New York Stock Exchange,MIIX GROUP INC,"$40,500,000",$13.50,"3,000,000",MHU
7/30/1999,NASDAQ,NETIQ CORP,"$39,000,000",$13,"3,000,000",NTIQ
7/30/1999,NASDAQ,N2H2 INC,"$65,000,000",$13,"5,000,000",NTWO
7/30/1999,NASDAQ,VIRNETX HOLDING CORP,"$4,987,500",$5.25,"950,000",PASW
7/30/1999,NASDAQ,WATCHGUARD TECHNOLOGIES INC,"$45,500,000",$13,"3,500,000",WGRD
7/29/1999,NASDAQ,NET2PHONE INC,"$81,000,000",$15,"5,400,000",NTOP
7/29/1999,NASDAQ,NCRIC GROUP INC,"$10,360,000",$7,"1,480,000",NCRI
7/29/1999,New York Stock Exchange,LENNOX INTERNATIONAL INC,"$159,375,000",$18.75,"8,500,000",LII
7/29/1999,NASDAQ,PERFICIENT INC,"$8,000,000",$8,"1,000,000",PRF
7/29/1999,NASDAQ,CARDINAL AIRLINES INC,"$20,000,000",$10,"2,000,000",CAAL
7/29/1999,NASDAQ,TELELOGIC CONFIGURATION MANAGEMENT INC,"$24,800,000",$8,"3,100,000",CNSW
7/29/1999,NASDAQ,CREO INC,"$75,000,000",$15,"5,000,000",CREO
7/28/1999,New York Stock Exchange,AMERICAN NATIONAL CAN GROUP INC,"$510,000,000",$17,"30,000,000",CAN
7/28/1999,NASDAQ,DRUGSTORE COM INC,"$90,000,000",$18,"5,000,000",DSCM
7/28/1999,NASDAQ,FOCAL COMMUNICATIONS CORP,"$129,350,000",$13,"9,950,000",FCOM
7/28/1999,NASDAQ,QUOKKA SPORTS INC,"$60,000,000",$12,"5,000,000",QKKA
7/28/1999,NASDAQ,LIBERATE TECHNOLOGIES,"$100,000,000",$16,"6,250,000",LBRT
7/28/1999,NASDAQ,PACKETEER INC,"$60,000,000",$15,"4,000,000",PKTR
7/28/1999,NASDAQ,NATIONAL MEDICAL HEALTH CARD SYSTEMS INC,"$15,000,000",$7.50,"2,000,000",NMHC
7/27/1999,NASDAQ,NEXPRISE INC,"$112,500,000",$15,"7,500,000",CMDX
7/23/1999,NASDAQ,BIOMARIN PHARMACEUTICAL INC,"$58,500,000",$13,"4,500,000",BMRN
7/23/1999,NASDAQ,"PRISM TECHNOLOGIES GROUP, INC.","$85,000,000",$17,"5,000,000",INSW
7/23/1999,NASDAQ,"J2 GLOBAL, INC.","$80,750,000",$9.50,"8,500,000",JFAX
7/23/1999,NASDAQ,ALLSCRIPTS INC /IL,"$112,000,000",$16,"7,000,000",MDRX
7/23/1999,NASDAQ,TANNING TECHNOLOGY CORP,"$60,000,000",$15,"4,000,000",TANN
7/23/1999,NASDAQ,VERSATEL TELECOM INTERNATIONAL N V,"$223,337,500",$10.51,"21,250,000",VRSA
7/22/1999,NASDAQ,TROY GROUP INC,"$17,500,000",$7,"2,500,000",TROY
7/22/1999,NASDAQ,SCIENTIFIC LEARNING CORP,"$36,800,000",$16,"2,300,000",SCIL
7/22/1999,OTCBB,"INFOSMART GROUP, INC.","$2,689,384",$8,"336,173",CMEE
7/21/1999,NASDAQ,ART TECHNOLOGY GROUP INC,"$60,000,000",$12,"5,000,000",ARTG
7/21/1999,NASDAQ,HOOVERS INC,"$45,500,000",$14,"3,250,000",HOOV
7/21/1999,NASDAQ,INSIGHT COMMUNICATIONS CO INC,"$563,500,000",$24.50,"23,000,000",ICCI
7/21/1999,NASDAQ,VOYAGER NET INC,"$135,000,000",$15,"9,000,000",VOYN
7/21/1999,NASDAQ,MP3 COM INC,"$345,722,524",$28,"12,347,233",MPPP
7/20/1999,NASDAQ,LIVEWORLD INC,"$60,000,000",$12,"5,000,000",TCTY
7/20/1999,NASDAQ,ENGAGE INC,"$90,000,000",$15,"6,000,000",ENGA
7/20/1999,New York Stock Exchange,GENENTECH INC,"$1,700,000,000",$85,"20,000,000",DNA
7/20/1999,NASDAQ,BE INC,"$36,000,000",$6,"6,000,000",BEOS
7/20/1999,NASDAQ,GADZOOX NETWORKS INC,"$73,500,000",$21,"3,500,000",ZOOX
7/16/1999,NASDAQ,AUDIBLE INC,"$36,000,000",$9,"4,000,000",ADBL
7/16/1999,NASDAQ,"ITA HOLDINGS, INC.","$60,000,000",$12,"5,000,000",RVST
7/16/1999,NASDAQ,PARADYNE NETWORKS INC,"$102,000,000",$17,"6,000,000",PDYN
7/15/1999,NASDAQ,EFFICIENT NETWORKS INC,"$60,000,000",$15,"4,000,000",EFNT
7/15/1999,NASDAQ,NIC INC,"$156,000,000",$12,"13,000,000",EGOV
7/14/1999,New York Stock Exchange,PROVANTAGE HEALTH SERVICES INC,"$100,800,000",$18,"5,600,000",PHS
7/14/1999,OTCBB,OSWEGO COUNTY BANCORP INC,"$3,395,000",$10,"339,500",OCSB
7/14/1999,NASDAQ,TIBCO SOFTWARE INC,"$109,500,000",$15,"7,300,000",TIBX
7/13/1999,NASDAQ,KEITH COMPANIES INC,"$13,500,000",$9,"1,500,000",TKCI
7/13/1999,OTCBB,SUNCOAST BANCORP INC,"$7,000,000",$10,"700,000",SUNB
7/13/1999,OTCBB,INDIAN VILLAGE BANCORP INC,"$4,455,830",$10,"445,583",IDVB
7/13/1999,NASDAQ,HUDSON CITY BANCORP INC,"$543,500,000",$10,"54,350,000",HCBK
7/13/1999,NASDAQ,CYREN LTD.,"$48,000,000",$16,"3,000,000",CTCH
7/12/1999,OTCBB,STEELTON BANCORP INC,"$3,850,000",$10,"385,000",SELO
7/9/1999,NASDAQ,LQ CORP INC,"$63,000,000",$15,"4,200,000",LQID
7/9/1999,NASDAQ,ENCORE CAPITAL GROUP INC,"$22,500,000",$10,"2,250,000",MCMC
7/9/1999,NASDAQ,PETROHAWK ENERGY CORP,"$8,792,940",$6,"1,465,490",BETA
7/9/1999,OTCBB,FIRST DEPOSIT BANCSHARES INC,"$15,750,000",$10,"1,575,000",FDBI
7/8/1999,NASDAQ,INTERLIANT INC,"$70,000,000",$10,"7,000,000",INIT
7/8/1999,OTCBB,ALASKA PACIFIC BANCSHARES INC,"$6,029,820",$10,"602,982",AKPB
7/7/1999,NASDAQ,GEORGE FOREMAN ENTERPRISES INC,"$117,600,000",$14,"8,400,000",HITS
7/2/1999,OTCBB,FPB FINANCIAL CORP,"$3,048,470",$10,"304,847",FPBF
7/2/1999,NASDAQ,MEEMIC HOLDINGS INC,"$42,977,910",$10,"4,297,791",MEMH
7/2/1999,NASDAQ,SUN COMMUNITY BANCORP LTD,"$26,400,000",$16,"1,650,000",SCBL
7/1/1999,NASDAQ,"SALEM MEDIA GROUP, INC. /DE/","$189,000,000",$22.50,"8,400,000",SALM
7/1/1999,NASDAQ,PRIMUS KNOWLEDGE SOLUTIONS INC,"$45,650,000",$11,"4,150,000",PKSI
7/1/1999,NASDAQ,ASK JEEVES INC,"$42,000,000",$14,"3,000,000",ASKJ
7/1/1999,NASDAQ,COMMERCE ONE INC,"$69,300,000",$21,"3,300,000",CMRC
7/1/1999,NASDAQ,CLARENT CORP/DE,"$60,000,000",$15,"4,000,000",CLRN
7/1/1999,New York Stock Exchange,YANKEE CANDLE CO INC,"$225,000,000",$18,"12,500,000",YCC
6/30/1999,NASDAQ,ID SYSTEMS INC,"$14,000,000",$7,"2,000,000",IDSY
6/30/1999,OTCBB,JACKSONVILLE BANCORP INC /FL/,"$9,057,160",$10,"905,716",JAXB
6/30/1999,NASDAQ,NETWORK PLUS CORP,"$128,000,000",$16,"8,000,000",NPLS
6/30/1999,NASDAQ,"PRIVATEBANCORP, INC","$16,200,000",$18,"900,000",PVTB
6/30/1999,NASDAQ,SHOWCASE CORP /MN,"$27,000,000",$9,"3,000,000",SHWC
6/30/1999,NASDAQ,SEMINIS INC,"$206,250,000",$15,"13,750,000",SMNS
6/30/1999,NASDAQ,"DIADEXUS, INC.","$40,300,000",$13,"3,100,000",VXGN
6/29/1999,NASDAQ,WOMEN FIRST HEALTHCARE INC,"$49,500,000",$11,"4,500,000",WFHC
6/29/1999,NASDAQ,NFRONT INC,"$39,000,000",$10,"3,900,000",NFNT
6/29/1999,NASDAQ,DIGITAL ISLAND INC,"$60,000,000",$10,"6,000,000",ISLD
6/29/1999,NASDAQ,E LOAN INC,"$49,000,000",$14,"3,500,000",EELN
6/28/1999,OTCBB,IQ POWER AG,"$5,500,000",$1,"5,500,000",IQPT
6/25/1999,NASDAQ,JUNIPER NETWORKS INC,"$163,200,000",$34,"4,800,000",JNPR
6/25/1999,NASDAQ,MECKLERMEDIA CORP,"$47,600,000",$14,"3,400,000",INTM
6/25/1999,NASDAQ,FINANCIAL INSTITUTIONS INC,"$18,666,662",$14,"1,333,333",FISI
6/25/1999,NASDAQ,GREATER ATLANTIC FINANCIAL CORP,"$19,000,000",$9.50,"2,000,000",GAFC
6/25/1999,NASDAQ,US SEARCH CORP COM,"$54,000,000",$9,"6,000,000",SRCH
6/25/1999,NASDAQ,PERSISTENCE SOFTWARE INC,"$33,000,000",$11,"3,000,000",PRSW
6/25/1999,NASDAQ,STAMPS.COM INC,"$55,000,000",$11,"5,000,000",STMP
6/24/1999,NASDAQ,SOFTWARE COM INC,"$90,000,000",$15,"6,000,000",SWCM
6/24/1999,NASDAQ,"MEET GROUP, INC.","$48,000,000",$12,"4,000,000",PASA
6/24/1999,NASDAQ,CYBERSOURCE CORP,"$40,000,000",$10,"4,000,000",CYBS
6/24/1999,NASDAQ,SECURE POINT TECHNOLOGIES INC,"$7,500,000",$7.50,"1,000,000",IMPL
6/23/1999,NASDAQ,GLOBESPANVIRATA INC,"$48,750,000",$15,"3,250,000",GSPN
6/23/1999,NASDAQ,ARIBA INC,"$115,000,000",$23,"5,000,000",ARBA
6/23/1999,NASDAQ,MAXUS TECHNOLOGY CORP,"$25,000,000",$10,"2,500,000",NTVN
6/23/1999,New York Stock Exchange,TD WATERHOUSE GROUP INC,"$1,008,000,000",$24,"42,000,000",TWE
6/22/1999,NASDAQ,TEAM FINANCIAL INC /KS,"$11,250,000",$11.25,"1,000,000",TFIN
6/22/1999,NASDAQ,RAMP NETWORKS INC,"$44,000,000",$11,"4,000,000",RAMP
6/22/1999,NASDAQ,SALON MEDIA GROUP INC,"$26,250,000",$10.50,"2,500,000",SALN
6/22/1999,NASDAQ,ABLE ENERGY INC,"$7,000,000",$7,"1,000,000",ABLE
6/22/1999,NASDAQ,FIRST COMMUNITY FINANCIAL CORP /NC/,"$28,211,970",$15,"1,880,798",FCFN
6/18/1999,NASDAQ,APPNET INC /DE/,"$72,000,000",$12,"6,000,000",APNT
6/18/1999,NASDAQ,OVERTURE SERVICES INC,"$90,000,000",$15,"6,000,000",GOTO
6/18/1999,NASDAQ,INTERSTATE HOTELS CORP,"$38,622,700",$4.38,"8,817,968",IHCO
6/18/1999,NASDAQ,EASYLINK SERVICES CORP,"$47,950,000",$7,"6,850,000",MAIL
6/18/1999,NASDAQ,STUDENT ADVANTAGE INC,"$48,000,000",$8,"6,000,000",STAD
6/18/1999,NASDAQ,STREAMLINE COM INC,"$45,000,000",$10,"4,500,000",SLNE
6/18/1999,NASDAQ,VIANT CORP,"$48,000,000",$16,"3,000,000",VIAN
6/17/1999,NASDAQ,UNITED THERAPEUTICS CORP,"$54,000,000",$12,"4,500,000",UTHR
6/16/1999,NASDAQ,SBA COMMUNICATIONS CORP,"$90,000,000",$9,"10,000,000",SBAC
6/16/1999,American Stock Exchange,CARESIDE INC,"$15,000,000",$7.50,"2,000,000",CSA
6/16/1999,NASDAQ,CAREINSITE INC,"$101,700,000",$18,"5,650,000",CARI
6/16/1999,NASDAQ,LIQUENT INC,"$26,250,000",$7.50,"3,500,000",ESPS
6/14/1999,NASDAQ,GENESISINTERMEDIA INC,"$17,000,000",$8.50,"2,000,000",GENI
6/11/1999,New York Stock Exchange,AZURIX CORP,"$695,400,000",$19,"36,600,000",AZX
6/11/1999,NASDAQ,ONLINETRADINGINC COM CORP,"$15,750,000",$7,"2,250,000",LINE
6/11/1999,NASDAQ,"GREAT ELM CAPITAL GROUP, INC.","$64,000,000",$16,"4,000,000",PHCM
6/9/1999,NASDAQ,PANTRY INC,"$81,250,000",$13,"6,250,000",PTRY
6/9/1999,New York Stock Exchange,SKECHERS USA INC,"$77,000,000",$11,"7,000,000",SKX
6/9/1999,NASDAQ,SSP SOLUTIONS INC,"$40,700,000",$11,"3,700,000",LTNX
6/9/1999,NASDAQ,DITECH NETWORKS INC,"$33,000,000",$11,"3,000,000",DITC
6/8/1999,NASDAQ,BACKWEB TECHNOLOGIES LTD,"$66,000,000",$12,"5,500,000",BWEB
6/8/1999,NASDAQ,"ASURA DEVELOPMENT GROUP, INC.","$10,070,598",$6,"1,678,433",FNTV
6/8/1999,NASDAQ,DRKOOP COM INC,"$84,375,000",$9,"9,375,000",KOOP
6/4/1999,NASDAQ,NETWORK ACCESS SOLUTIONS CORP,"$90,000,000",$12,"7,500,000",NASC
6/4/1999,NASDAQ,HIGH SPEED ACCESS CORP,"$169,000,000",$13,"13,000,000",HSAC
6/4/1999,NASDAQ,F5 NETWORKS INC,"$30,000,000",$10,"3,000,000",FFIV
6/4/1999,NASDAQ,ONLINE RESOURCES CORP,"$43,400,000",$14,"3,100,000",ORCC
6/4/1999,NASDAQ,SOUNDVIEW TECHNOLOGY GROUP INC,"$68,400,000",$9,"7,600,000",WITC
6/3/1999,NASDAQ,ZANY BRAINY INC,"$61,000,000",$10,"6,100,000",ZANY
6/3/1999,NASDAQ,"WASTE SERVICES, INC.","$35,845,975",$11,"3,258,725",CERI
6/3/1999,NASDAQ,IXL ENTERPRISES INC,"$72,000,000",$12,"6,000,000",IIXL
6/2/1999,NASDAQ,THINKPATH INC,"$5,500,000",$5,"1,100,000",THTH
5/27/1999,NASDAQ,INET TECHNOLOGIES INC,"$92,000,000",$16,"5,750,000",INTI
5/27/1999,NASDAQ,INTERACT COMMERCE CORP,"$29,925,000",$9,"3,325,000",SLGX
5/26/1999,NASDAQ,"CYCLELOGIC, INC.","$91,000,000",$13,"7,000,000",STRM
5/26/1999,NASDAQ,US CONCRETE INC,"$30,400,000",$8,"3,800,000",RMIX
5/26/1999,NASDAQ,ZIPLINK INC,"$49,000,000",$14,"3,500,000",ZIPL
5/26/1999,NASDAQ,JUNO ONLINE SERVICES INC,"$84,500,000",$13,"6,500,000",JWEB
5/26/1999,NASDAQ,GOLDLEAF FINANCIAL SOLUTIONS INC.,"$34,800,000",$8,"4,350,000",PBIZ
5/26/1999,NASDAQ,CNBC BANCORP /OH,"$4,950,000",$30,"165,000",CNBD
5/26/1999,NASDAQ,EDGAR ONLINE INC,"$34,200,000",$9.50,"3,600,000",EDGR
5/25/1999,NASDAQ,BARNESANDNOBLE COM INC,"$450,000,000",$18,"25,000,000",BNBN
5/25/1999,NASDAQ,BROCADE COMMUNICATIONS SYSTEMS INC,"$71,012,500",$19,"3,737,500",BRCD
5/25/1999,NASDAQ,PRISM FINANCIAL CORP,"$35,000,000",$14,"2,500,000",PRFN
5/25/1999,NASDAQ,TC PIPELINES LP,"$293,150,000",$20.50,"14,300,000",TCLPZ
5/24/1999,OTCBB,"GEORGIA-CAROLINA BANCSHARES, INC","$4,000,995",$13.50,"296,370",GECR
5/21/1999,NASDAQ,NEWGEN RESULTS CORP,"$48,425,000",$13,"3,725,000",NWGN
5/21/1999,NASDAQ,AT PLAN INC,"$35,000,000",$14,"2,500,000",APLN
5/21/1999,NASDAQ,FASHIONMALL COM INC,"$39,000,000",$13,"3,000,000",FASH
5/21/1999,NASDAQ,DAVIDS BRIDAL INC,"$104,000,000",$13,"8,000,000",DABR
5/21/1999,NASDAQ,TENFOLD CORP /UT,"$79,900,000",$17,"4,700,000",TENF
5/21/1999,NASDAQ,RUBIOS RESTAURANTS INC,"$33,075,000",$10.50,"3,150,000",RUBO
5/20/1999,NASDAQ,ETOYS INC,"$166,400,000",$20,"8,320,000",ETYS
5/20/1999,NASDAQ,ARDENT COMMUNICATIONS INC,"$114,000,000",$19,"6,000,000",CAIS
5/19/1999,NASDAQ,ONESOURCE INFORMATION SERVICES INC,"$43,632,000",$12,"3,636,000",ONES
5/18/1999,NASDAQ,REDBACK NETWORKS INC,"$57,500,000",$23,"2,500,000",RBAK
5/18/1999,NASDAQ,NEXTERA ENTERPRISES INC,"$115,000,000",$10,"11,500,000",NXRA
5/14/1999,NASDAQ,NEXTCARD INC,"$120,000,000",$20,"6,000,000",NXCD
5/14/1999,NASDAQ,"AURIGA LABORATORIES, INC.","$7,200,000",$6,"1,200,000",MLNK
5/14/1999,NASDAQ,ALLOY INC,"$55,500,000",$15,"3,700,000",ALOY
5/14/1999,NASDAQ,SCIENT CORP,"$60,000,000",$20,"3,000,000",SCNT
5/13/1999,NASDAQ,"MANHATTAN BRIDGE CAPITAL, INC","$8,612,500",$6.50,"1,325,000",DAGM
5/13/1999,NASDAQ,COPPER MOUNTAIN NETWORKS INC,"$84,000,000",$21,"4,000,000",CMTN
5/13/1999,NASDAQ,BANKRATE INC,"$45,500,000",$13,"3,500,000",ILIF
5/12/1999,NASDAQ,BIZNESSONLINE COM INC/DE,"$29,000,000",$10,"2,900,000",BIZZ
5/12/1999,NASDAQ,CAREERBUILDER INC,"$58,500,000",$13,"4,500,000",CBDR
5/12/1999,NASDAQ,TW TELECOM INC.,"$252,000,000",$14,"18,000,000",TWTC
5/12/1999,New York Stock Exchange,WESCO INTERNATIONAL INC,"$175,050,000",$18,"9,725,000",WCC
5/11/1999,NASDAQ,"THESTREET, INC.","$104,500,000",$19,"5,500,000",TSCM
5/11/1999,NASDAQ,MAKER COMMUNICATIONS INC,"$43,550,000",$13,"3,350,000",MAKR
5/7/1999,NASDAQ,NETOBJECTS INC,"$72,000,000",$12,"6,000,000",NETO
5/7/1999,NASDAQ,JMXI INC,"$51,000,000",$17,"3,000,000",MMXI
5/7/1999,NASDAQ,LATITUDE COMMUNICATIONS INC,"$36,000,000",$12,"3,000,000",LATD
5/7/1999,NASDAQ,ADFORCE INC,"$67,500,000",$15,"4,500,000",ADFC
5/6/1999,NASDAQ,DESTIA COMMUNICATIONS INC,"$65,000,000",$10,"6,500,000",DEST
5/6/1999,NASDAQ,PORTAL SOFTWARE INC,"$56,000,000",$14,"4,000,000",PRSF
5/6/1999,NASDAQ,"URBAN ONE, INC.","$156,000,000",$24,"6,500,000",ROIA
5/5/1999,NASDAQ,SILKNET SOFTWARE INC,"$45,000,000",$15,"3,000,000",SILK
5/5/1999,NASDAQ,NORTHPOINT COMMUNICATIONS GROUP INC,"$360,000,000",$24,"15,000,000",NPNT
5/5/1999,NASDAQ,"NAUTILUS, INC.","$20,500,000",$20.50,"1,000,000",DFXI
5/5/1999,NASDAQ,COMPS COM INC,"$67,500,000",$15,"4,500,000",CDOT
5/4/1999,NASDAQ,FLYCAST COMMUNICATIONS CORP,"$75,000,000",$25,"3,000,000",FCST
5/4/1999,NASDAQ,MAPQUEST COM INC,"$69,000,000",$15,"4,600,000",MQST
5/4/1999,New York Stock Exchange,GOLDMAN SACHS GROUP INC,"$3,657,000,000",$53,"69,000,000",GS
4/30/1999,NASDAQ,APPLIEDTHEORY CORP,"$72,000,000",$16,"4,500,000",ATHY
4/30/1999,New York Stock Exchange,CNX RESOURCES CORP,"$361,600,000",$16,"22,600,000",CNX
4/30/1999,NASDAQ,MARIMBA INC,"$80,000,000",$20,"4,000,000",MRBA
4/30/1999,NASDAQ,BOOKING HOLDINGS INC.,"$160,000,000",$16,"10,000,000",PCLN
4/30/1999,American Stock Exchange,TOWNPAGESNET COM PLC,"$22,000,000",$10,"2,200,000",TPN
4/29/1999,NASDAQ,INFORMATICA LLC,"$44,000,000",$16,"2,750,000",INFA
4/29/1999,NASDAQ,HEARME,"$70,200,000",$18,"3,900,000",MPTH
4/27/1999,NASDAQ,RAZORFISH INC,"$48,000,000",$16,"3,000,000",RAZF
4/27/1999,NASDAQ,HEIDRICK & STRUGGLES INTERNATIONAL INC,"$58,800,000",$14,"4,200,000",HSII
4/27/1999,NASDAQ,"IMMTECH PHARMACEUTICALS, INC.","$10,000,000",$10,"1,000,000",IMMT
4/26/1999,NASDAQ,1ST STATE BANCORP INC,"$47,610,000",$16,"2,975,625",FSBC
4/23/1999,NASDAQ,COMPUCREDIT CORP,"$60,000,000",$12,"5,000,000",CCRT
